¿Eres fan de los triples?;¿Cuántos años tienes?;Género;¿En qué distrito de Lima Metropolitana resides o pasas la mayor parte de tu tiempo?;¿Con qué frecuencia consumes triples durante la semana?;¿En qué momento disfrutas más de este tipo de snack? (Selecciona todas las que apliquen);¿Dónde compras tus triples actualmente?;¿Qué valoras más al elegir un triple?;¿Cuál de estas presentaciones de Triple X te parece más atractiva y deliciosa?;¿Qué tipo de cremas o salsas te gustaría que acompañen nuestros triples? (Selecciona todas las que apliquen);¿Tienes en mente alguna crema especial que no viste en la lista anterior y te encantaría que acompañe nuestros triples?;Si tuvieras la oportunidad de probar un nuevo triple fácil de llevar, con rellenos sabrosos y diferentes, ¿qué tanto te interesaría?;¿Qué tan dispuesto(a) estás a probar sabores nuevos en productos como los triples?;¿Con qué te gustaría acompañar tu triple al momento de comerlo? (Selecciona todas las que apliquen);Considerando un triple de buena calidad y tamaño, ¿Cuánto te parecería justo pagar?;¿Dónde te gustaría poder comprar este Triple X? (Selecciona todas las que apliquen);¿Con qué frecuencia utilizarías un servicio de delivery para pedir estos triples?;Si el producto cumple con tus expectativas, ¿qué tan probable sería que lo recomiendes a un amigo o familiar?;¿Tienes algún comentario, sugerencia o idea adicional que quieras compartir con nosotros sobre este nuevo producto?
No, no son lo mío;18 - 24 años;Masculino;Cieneguilla;Una vez por semana o menos;Como un snack rápido entre comidas (media mañana/tarde);Tiendas de conveniencia (Tambo, Oxxo, etc.);Ingredientes naturales/saludables;La insaciable (chorizo con chimichurri);Tártara;Uf, sinceramente, esperaba algo con chile habanero... ¡decepción!;Interesado;No me gusta experimentar;Con cerveza u otra bebida alcohólica;Entre S/ 14.00 y S/ 15.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Rara vez;Poco probable;Sabe a promesa rota de un buen jardín, pero... aceptable.
No, no son lo mío;25 - 34 años;Femenino;Jesús María;Una vez por semana o menos;Como almuerzo o cena ligera;Supermercados;Ingredientes naturales/saludables;La golosito (pollito a la brasa con papitas);Ketchup;¡Uy, qué difícil! Una crema de aguacate y cilantro, ¡sería ideal!;Nada interesado;A veces pruebo cosas nuevas;Con gaseosa, jugo o agua;Entre S/ 16.00 y S/ 20.00;Supermercados;Siempre;Probable;¡Me encanta! Podría mejorar con opciones de ingredientes más locales.
No, no son lo mío;18 - 24 años;Masculino;San Miguel;Rara vez o nunca;En reuniones con amigos o familiares;Directo en redes sociales;Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Ají criollo;Mmm... una de lavanda y sal marina, pero dudo que funcione. 🙄✨;Poco interesado;Me encanta innovar;Con papas (fritas, nativas o al hilo);Entre S/ 16.00 y S/ 20.00;Supermercados;Nunca;Nada probable;Se ve bonito, pero dudo que realmente sepa a algo. 🙄
No, no son lo mío;25 - 34 años;Femenino;San Juan de Miraflores;Todos los días;En reuniones con amigos o familiares;Ferias o mercados locales;Sabor delicioso;La insaciable (chorizo con chimichurri);Tártara;¡Mermelada de higos con un toque de pimienta rosa, wow! ✨;Interesado;A veces pruebo cosas nuevas;Con papas (fritas, nativas o al hilo);Entre S/ 16.00 y S/ 20.00;Ferias o mercados locales;Rara vez;Neutro;¡Súper! ¿Podría venir en más sabores y tamaños viajeros?
Sí, me encantan;25 - 34 años;Masculino;San Miguel;2 a 3 veces por semana;En eventos o celebraciones pequeñas;Kioscos o carretillas;Sabor delicioso;La golosito (pollito a la brasa con papitas);Ketchup;¡Definitivamente una crema de aguacate y jalapeño tostado! Picante y fresca.;Poco interesado;Prefiero los sabores clásicos;Con gaseosa, jugo o agua;Entre S/ 16.00 y S/ 20.00;Apps de delivery;Siempre;Probable;¡Me encanta! Versátil, rápido, saludable... ¡perfecto para mi estilo de vida!
No, no son lo mío;25 - 34 años;Masculino;Los Olivos;2 a 3 veces por semana;En reuniones con amigos o familiares;Supermercados;Tamaño práctico y fácil de llevar;La picante (pollo deshilachado, con salsa BBQ);Ketchup;Hummus casero, definitivamente. Simple, fresco y siempre un acierto.;Poco interesado;Me encanta innovar;Prefiero solo el triple, sin acompañamientos;Entre S/ 12.00 y S/ 13.00;Supermercados;Siempre;Muy probable;Sabor auténtico, pero empaque grande para consumo individual.
Sí, me encantan;18 - 24 años;Masculino;Jesús María;2 a 3 veces por semana;Como almuerzo o cena ligera;Kioscos o carretillas;Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Tártara;¡Uf, sí! ¡Crema de pistacho con sal marina, sería ÉPICA! ✨🤤;Poco interesado;No me gusta experimentar;Con papas (fritas, nativas o al hilo);Menos de S/ 11.00;Supermercados;Nunca;Poco probable;¡Wow! ¡Súper innovador! Ideal para aventuras y fotos increíbles. ✨✈️
No, no son lo mío;Menos de 18 años;Masculino;La Victoria;2 a 3 veces por semana;Para llevar (al trabajo, estudio, paseo);Tiendas de conveniencia (Tambo, Oxxo, etc.);Precio accesible;La picante (pollo deshilachado, con salsa BBQ);Tártara;¡Mantequilla de almendras con un toque de miel, porfa! 🍯✨;Muy interesado;No me gusta experimentar;Con cerveza u otra bebida alcohólica;Entre S/ 16.00 y S/ 20.00;Ferias o mercados locales;A veces;Muy probable;¡Súper! Ideal para fotos épicas post-entreno, ¡me encanta la energía!
Sí, me encantan;18 - 24 años;Femenino;Santa Rosa;Una vez por semana o menos;Para el desayuno o lonche;Kioscos o carretillas;Ingredientes naturales/saludables;La picante (pollo deshilachado, con salsa BBQ);Tártara;Mantequilla de almendras con chocolate negro, ¡para relajarme y energizar!;Nada interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Entre S/ 12.00 y S/ 13.00;Apps de delivery;Nunca;Nada probable;Me vendría bien algo relajante, sin cafeína, para después de entrenar.
No, no son lo mío;35 - 44 años;Femenino;Ate;Todos los días;En reuniones con amigos o familiares;Supermercados;Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Ketchup;¡Definitivamente una crema de wasabi y jengibre picante! 🌶️🔥;Nada interesado;A veces pruebo cosas nuevas;Con cerveza u otra bebida alcohólica;Entre S/ 12.00 y S/ 13.00;Ferias o mercados locales;Nunca;Poco probable;¡Sabor inesperado! ¿Versión picante y colaboración con streamer, porfa? 🔥🎮
No, no son lo mío;Más de 45 años;Femenino;San Isidro;Rara vez o nunca;Para llevar (al trabajo, estudio, paseo);Directo en redes sociales;Innovación o formato novedoso;La insaciable (chorizo con chimichurri);Ají criollo;Crema de aguacate y jalapeño, un toque fresco y vibrante.;Nada interesado;A veces pruebo cosas nuevas;Con gaseosa, jugo o agua;Entre S/ 14.00 y S/ 15.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);A veces;Probable;Práctico, elegante, y me ayudaría a simplificar mi rutina zen.
Sí, me encantan;Menos de 18 años;Femenino;Lince;Una vez por semana o menos;Para llevar (al trabajo, estudio, paseo);Supermercados;Ingredientes naturales/saludables;La golosito (pollito a la brasa con papitas);Tártara;¡Crema de pistacho salado! Un toque sofisticado y delicioso, ¡seguro!;Interesado;A veces pruebo cosas nuevas;Con papas (fritas, nativas o al hilo);Entre S/ 14.00 y S/ 15.00;Kioscos o carretillas;Siempre;Probable;¡Delicioso! Me encanta explorar nuevos sabores, ¡ideal para mi cocina!
No, no son lo mío;18 - 24 años;Masculino;Jesús María;Todos los días;En eventos o celebraciones pequeñas;Tiendas de conveniencia (Tambo, Oxxo, etc.);Precio accesible;La insaciable (chorizo con chimichurri);Ají criollo;Nutella, ¡definitivamente! Necesito energía para todo, ¡y viajo mucho!;Nada interesado;Prefiero los sabores clásicos;Con papas (fritas, nativas o al hilo);Menos de S/ 11.00;Ferias o mercados locales;A veces;Muy probable;¡Perfecto para viajes y aliviar el estrés de un día intenso!
No, no son lo mío;18 - 24 años;Masculino;Lince;Rara vez o nunca;Como un snack rápido entre comidas (media mañana/tarde);Apps de delivery;Innovación o formato novedoso;La golosito (pollito a la brasa con papitas);Ají criollo;Hmm... una crema de aguacate y cilantro, ¡sería celestial!;Interesado;Me encanta innovar;Con papas (fritas, nativas o al hilo);Más de S/ 20.00;Directo en redes sociales;A veces;Nada probable;Me encanta la idea, pero ¿será accesible para todos los bolsillos?
No, no son lo mío;25 - 34 años;Masculino;Magdalena del Mar;Una vez por semana o menos;Para el desayuno o lonche;Directo en redes sociales;Precio accesible;La golosito (pollito a la brasa con papitas);Mayonesa;¡Mantequilla de almendras con un toque de sal marina, por favor!;Muy interesado;Me encanta innovar;Con papas (fritas, nativas o al hilo);Menos de S/ 11.00;Directo en redes sociales;A veces;Poco probable;¡Me encanta la energía natural! Más sabores, por favor.
Sí, me encantan;18 - 24 años;Femenino;Punta Negra;Una vez por semana o menos;Como almuerzo o cena ligera;Directo en redes sociales;Precio accesible;La insaciable (chorizo con chimichurri);Mayonesa;¡Mantequilla de maní con miel y un toque de canela!;Interesado;Prefiero los sabores clásicos;Prefiero solo el triple, sin acompañamientos;Entre S/ 14.00 y S/ 15.00;Ferias o mercados locales;Nunca;Neutro;¡Me encanta que sea fácil de llevar y preparar en casa!
No, no son lo mío;35 - 44 años;Masculino;El Agustino;Una vez por semana o menos;En eventos o celebraciones pequeñas;Ferias o mercados locales;Tamaño práctico y fácil de llevar;La picante (pollo deshilachado, con salsa BBQ);Mayonesa;Lavanda y pimienta rosa. Probablemente sea decepcionante, pero hay que intentarlo.;Muy interesado;Prefiero los sabores clásicos;Con papas (fritas, nativas o al hilo);Entre S/ 14.00 y S/ 15.00;Kioscos o carretillas;Siempre;Probable;Suena interesante, pero dudo que supere mis expectativas culinarias.
No, no son lo mío;35 - 44 años;Femenino;San Borja;Rara vez o nunca;En reuniones con amigos o familiares;Directo en redes sociales;Sabor delicioso;La picante (pollo deshilachado, con salsa BBQ);Ají criollo;Mantequilla de almendras con chocolate negro y sal marina, ¡energía pura!;Interesado;Prefiero los sabores clásicos;Con gaseosa, jugo o agua;Entre S/ 14.00 y S/ 15.00;Supermercados;A veces;Neutro;Necesito energía sostenida, sin bajones, para rendir y crear.
Sí, me encantan;Más de 45 años;Masculino;Ate;2 a 3 veces por semana;Para el desayuno o lonche;Directo en redes sociales;Innovación o formato novedoso;La insaciable (chorizo con chimichurri);Mayonesa;¡Definitivamente una crema de aguacate y cilantro, fresca y vibrante! 🥑🌿;Nada interesado;A veces pruebo cosas nuevas;Con papas (fritas, nativas o al hilo);Más de S/ 20.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Nunca;Neutro;¡Me encanta! Podría ser aún más versátil con más sabores. ✨
No, no son lo mío;35 - 44 años;Masculino;Miraflores;Una vez por semana o menos;Para llevar (al trabajo, estudio, paseo);Tiendas de conveniencia (Tambo, Oxxo, etc.);Sabor delicioso;La picante (pollo deshilachado, con salsa BBQ);Ají criollo;¡Absolutamente! Una crema de aguacate y cilantro, fresca y vibrante. ✨🥑🌿;Interesado;No me gusta experimentar;Con cerveza u otra bebida alcohólica;Menos de S/ 11.00;Directo en redes sociales;Siempre;Neutro;¡Increíble! Simplifica la cocina, inspira creatividad y calma la mente. ✨
No, no son lo mío;Menos de 18 años;Femenino;Surquillo;Todos los días;En eventos o celebraciones pequeñas;Apps de delivery;Precio accesible;La golosito (pollito a la brasa con papitas);Tártara;¡Mmm, una crema de higo y prosciutto salado-dulce sería ideal!;Muy interesado;No me gusta experimentar;Con cerveza u otra bebida alcohólica;Entre S/ 14.00 y S/ 15.00;Directo en redes sociales;A veces;Probable;¡Suena intrigante! Me encantaría probarlo con un buen vino y un libro.
Sí, me encantan;25 - 34 años;Femenino;Rímac;2 a 3 veces por semana;Para el desayuno o lonche;Ferias o mercados locales;Tamaño práctico y fácil de llevar;La picante (pollo deshilachado, con salsa BBQ);Ketchup;¡Mantequilla de maní con pretzel salado! Necesito energía para conquistar el mundo.;Interesado;Prefiero los sabores clásicos;Con gaseosa, jugo o agua;Menos de S/ 11.00;Directo en redes sociales;Nunca;Probable;¡Perfecto para mis maratones de lectura y días a tope!
Sí, me encantan;Más de 45 años;Masculino;Comas;Una vez por semana o menos;Para el desayuno o lonche;Kioscos o carretillas;Ingredientes naturales/saludables;La insaciable (chorizo con chimichurri);Ketchup;¡Uy, qué difícil! Creo que una crema de choclo huancaína sería ideal.;Muy interesado;Me encanta innovar;Prefiero solo el triple, sin acompañamientos;Más de S/ 20.00;Ferias o mercados locales;Siempre;Neutro;¡Delicioso! Ojalá tenga ají amarillo, como en casa. ¡Me encanta!
Sí, me encantan;25 - 34 años;Masculino;Los Olivos;Todos los días;En eventos o celebraciones pequeñas;Apps de delivery;Innovación o formato novedoso;La picante (pollo deshilachado, con salsa BBQ);Tártara;Mmm... crema de cacahuate, ¡para energía rápida y tocar!;Interesado;No me gusta experimentar;Prefiero solo el triple, sin acompañamientos;Entre S/ 14.00 y S/ 15.00;Supermercados;Nunca;Nada probable;Fácil, rápido y nutritivo, ¡ideal para músicos ocupados como yo!
No, no son lo mío;35 - 44 años;Masculino;Santa María del Mar;4 a 6 veces por semana;En reuniones con amigos o familiares;Directo en redes sociales;Sabor delicioso;La insaciable (chorizo con chimichurri);Mayonesa;Ugh, ají amarillo cremoso, porfa. Necesito algo que me anime.;Nada interesado;Me encanta innovar;Con cerveza u otra bebida alcohólica;Entre S/ 14.00 y S/ 15.00;Directo en redes sociales;Rara vez;Probable;Meh, si sabe a mi abuela, quizás lo pruebo.
No, no son lo mío;Más de 45 años;Masculino;Pachacámac;Una vez por semana o menos;En eventos o celebraciones pequeñas;Apps de delivery;Innovación o formato novedoso;La golosito (pollito a la brasa con papitas);Ají criollo;¡Mermelada de higos casera con un toque de romero, porfa! 🌿✨;Muy interesado;Me encanta innovar;Con gaseosa, jugo o agua;Más de S/ 20.00;Ferias o mercados locales;Rara vez;Nada probable;¡Me encanta! Necesito esto para mis plantas... y mi estrés.
Sí, me encantan;Más de 45 años;Femenino;San Borja;Todos los días;Para el desayuno o lonche;Apps de delivery;Precio accesible;La golosito (pollito a la brasa con papitas);Ketchup;¡Ají amarillo con toques de maracuyá, explosión tropical y picante!;Nada interesado;No me gusta experimentar;Con cerveza u otra bebida alcohólica;Menos de S/ 11.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Rara vez;Muy probable;¡Súper! Que exploren sabores andinos poco conocidos, ¡innoven con energía!
Sí, me encantan;35 - 44 años;Femenino;San Isidro;Rara vez o nunca;Como un snack rápido entre comidas (media mañana/tarde);Supermercados;Precio accesible;La golosito (pollito a la brasa con papitas);Ají criollo;Hummus de aceitunas kalamata, ¡un sabor viajero y sofisticado!;Interesado;A veces pruebo cosas nuevas;Con gaseosa, jugo o agua;Menos de S/ 11.00;Apps de delivery;Nunca;Neutro;¡Perfecto para viajes y aventuras! Más opciones de sabores, por favor.
No, no son lo mío;Menos de 18 años;Femenino;Breña;2 a 3 veces por semana;En reuniones con amigos o familiares;Directo en redes sociales;Sabor delicioso;La insaciable (chorizo con chimichurri);Tártara;¡Uf, totalmente! Crema de pistacho salado, ¡sería la bomba! 🤩✨;Muy interesado;A veces pruebo cosas nuevas;Prefiero solo el triple, sin acompañamientos;Menos de S/ 11.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Rara vez;Nada probable;¡Súper rico y fácil de llevar en mis viajes! ✨✈️
No, no son lo mío;18 - 24 años;Masculino;Carabayllo;Una vez por semana o menos;Como un snack rápido entre comidas (media mañana/tarde);Ferias o mercados locales;Sabor delicioso;La golosito (pollito a la brasa con papitas);Mayonesa;¡Mmm, crema de pistacho salado! Sería la combinación perfecta. 📸✨;Interesado;No me gusta experimentar;Prefiero solo el triple, sin acompañamientos;Entre S/ 12.00 y S/ 13.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Nunca;Poco probable;¡Me encanta! Fotos geniales y sabor único, ¡quiero más opciones!
Sí, me encantan;Menos de 18 años;Masculino;San Juan de Miraflores;Todos los días;Como un snack rápido entre comidas (media mañana/tarde);Tiendas de conveniencia (Tambo, Oxxo, etc.);Sabor delicioso;La insaciable (chorizo con chimichurri);Mayonesa;Mmm, quizás una crema de lavanda y miel, suena intrigante.;Muy interesado;A veces pruebo cosas nuevas;Con gaseosa, jugo o agua;Entre S/ 12.00 y S/ 13.00;Tiendas de conveniencia (Tambo, Oxxo, etc.);Siempre;Poco probable;Suena interesante, pero necesito saber más sobre los ingredientes.
